Player,Team,Opponent,Location,Pts*,Att,Cmp,Yds,TD,Int,2Pt,Att,Yds,TD,2Pt,Rec,Yds,TD,2Pt,FL,TD,Week
Marvin Jones,DET,@WAS,away,13.0,0,0,0,0,0,0,0,0,0,0,4,94,0,0,0,0,7
Vernon Davis,WAS,DET,home,13.0,0,0,0,0,0,0,0,0,0,0,6,79,0,0,0,0,7
Matt Asiata,MIN,PHI,home,13.0,0,0,0,0,0,0,12,55,0,0,6,25,0,0,0,0,7
Trevor Siemian,DEN,@HOU,away,12.0,25,14,157,1,0,0,1,-1,0,0,0,0,0,0,0,0,7
Emmanuel Sanders,DEN,@HOU,away,12.0,0,0,0,0,0,0,0,0,0,0,4,86,0,0,0,0,7
Lance Kendricks,LA,@NYG,away,12.0,0,0,0,0,0,0,0,0,0,0,7,55,0,0,0,0,7
Rashad Jennings,NYG,LA,home,12.0,0,0,0,0,0,0,13,25,1,0,2,24,0,0,0,0,7
Tyreek Hill,KC,@NO,away,12.0,0,0,0,0,0,0,2,23,0,0,1,38,1,0,0,0,7
Darrius Heyward-Bey,PIT,@NE,away,12.0,0,0,0,0,0,0,0,0,0,0,3,30,1,0,0,0,7
Gary Barnidge,CLE,CIN,home,12.0,0,0,0,0,0,0,0,0,0,0,6,66,0,0,0,0,7
Doug Baldwin,SEA,ARI,home,12.0,0,0,0,0,0,0,0,0,0,0,6,69,0,0,0,0,7
James White,NE,PIT,home,11.0,0,0,0,0,0,0,0,0,0,0,2,32,1,0,0,0,7
Julius Thomas,JAX,@OAK,away,11.0,0,0,0,0,0,0,0,0,0,0,3,20,1,0,0,0,7
JJ Nelson,ARI,@SEA,away,11.0,0,0,0,0,0,0,1,4,0,0,3,84,0,0,0,0,7
Michael Floyd,ARI,@SEA,away,11.0,0,0,0,0,0,0,0,0,0,0,5,65,0,0,0,0,7
Anquan Boldin,DET,@WAS,away,11.0,0,0,0,0,0,0,0,0,0,0,3,28,1,0,0,0,7
Russell Wilson,SEA,ARI,home,10.0,37,24,225,0,0,0,1,-2,0,0,1,-1,0,0,0,0,7
Kyle Rudolph,MIN,PHI,home,10.0,0,0,0,0,0,0,0,0,0,0,5,55,0,0,0,0,7
Jimmy Graham,SEA,ARI,home,10.0,0,0,0,0,0,0,0,0,0,0,5,53,0,0,0,0,7
Ryan Fitzpatrick,NYJ,@BAL,away,10.0,14,9,120,1,0,0,1,-1,0,0,0,0,0,0,0,0,7
Victor Cruz,NYG,LA,home,10.0,0,0,0,0,0,0,0,0,0,0,5,55,0,0,0,0,7
Reggie Bush,BUF,MIA,home,10.0,0,0,0,0,0,0,1,1,1,0,1,13,0,1,0,0,7
Sam Bradford,MIN,PHI,home,10.0,41,24,224,1,1,0,1,-1,0,0,0,0,0,0,2,0,7
Robby Anderson,NYJ,@BAL,away,10.0,0,0,0,0,0,0,1,30,0,0,3,41,0,0,0,0,7
Geno Smith,NYJ,@BAL,away,9.0,8,4,95,1,0,0,1,7,0,0,0,0,0,0,0,0,7
