Player,Team,Opponent,Location,Pts*,Att,Cmp,Yds,TD,Int,2Pt,Att,Yds,TD,2Pt,Rec,Yds,TD,2Pt,FL,TD,Week
Tyrell Williams,SD,@TEN,away,18.0,0,0,0,0,0,0,0,0,0,0,6,65,1,0,0,0,9
Matthew Stafford,DET,MIN,home,18.0,36,23,219,2,1,0,0,0,0,0,0,0,0,0,0,0,9
Antonio Gates,SD,@TEN,away,18.0,0,0,0,0,0,0,0,0,0,0,5,75,1,0,0,0,9
Taylor Gabriel,ATL,TB,home,18.0,0,0,0,0,0,0,2,24,1,0,5,52,0,0,0,0,9
Vance McDonald,SF,@NO,away,17.0,0,0,0,0,0,0,0,0,0,0,3,84,1,0,0,0,9
Zach Ertz,PHI,NYG,home,17.0,0,0,0,0,0,0,0,0,0,0,8,97,0,0,0,0,9
Sam Bradford,MIN,@DET,away,17.0,40,31,273,1,0,0,0,0,0,0,1,5,0,0,0,0,9
Cole Beasley,DAL,CLE,home,17.0,0,0,0,0,0,0,0,0,0,0,6,56,1,0,0,0,9
TJ Yeldon,JAX,KC,home,16.0,0,0,0,0,0,0,7,33,0,0,5,32,1,0,1,0,9
Eli Rogers,PIT,BAL,home,16.0,0,0,0,0,0,0,0,0,0,0,6,103,0,0,0,0,9
Quinton Patton,SF,@NO,away,16.0,0,0,0,0,0,0,0,0,0,0,6,106,0,0,0,0,9
Greg Olsen,CAR,LA,home,16.0,0,0,0,0,0,0,0,0,0,0,5,52,1,0,0,0,9
Cam Newton,CAR,LA,home,16.0,32,20,225,1,0,0,7,16,0,0,0,0,0,0,0,0,9
Lance Kendricks,LA,@CAR,away,16.0,0,0,0,0,0,0,0,0,0,0,7,90,0,0,0,0,9
Tim Hightower,NO,SF,home,16.0,0,0,0,0,0,0,23,87,1,0,1,15,0,0,0,0,9
Matt Forte,NYJ,MIA,home,16.0,0,0,0,0,0,0,12,92,1,0,1,5,0,0,0,0,9
Joe Flacco,BAL,@PIT,away,16.0,30,18,241,1,1,1,3,12,0,0,0,0,0,0,0,0,9
Eric Ebron,DET,MIN,home,16.0,0,0,0,0,0,0,0,0,0,0,7,92,0,0,0,0,9
Delanie Walker,TEN,SD,home,15.0,0,0,0,0,0,0,0,0,0,0,5,42,1,0,0,0,9
Terrelle Pryor,CLE,@DAL,away,15.0,0,0,0,0,0,0,0,0,0,0,5,47,1,0,0,0,9
LeSean McCoy,BUF,SEA,home,15.0,0,0,0,0,0,0,21,85,0,0,4,35,0,0,0,0,9
Cody Kessler,CLE,@DAL,away,15.0,27,19,203,1,0,0,2,11,0,0,0,0,0,0,0,0,9
Case Keenum,LA,@CAR,away,15.0,46,27,296,1,1,0,0,0,0,0,0,0,0,0,0,0,9
Adam Humphries,TB,@ATL,away,15.0,0,0,0,0,0,0,0,0,0,0,5,46,1,0,0,0,9
Cameron Brate,TB,@ATL,away,15.0,0,0,0,0,0,0,0,0,0,0,5,43,1,0,0,0,9
Sterling Shepard,NYG,@PHI,away,14.0,0,0,0,0,0,0,0,0,0,0,3,50,1,0,0,0,9
Donte Moncrief,IND,GB,home,14.0,0,0,0,0,0,0,0,0,0,0,3,55,1,0,0,0,9
Jordan Matthews,PHI,NYG,home,14.0,0,0,0,0,0,0,0,0,0,0,6,88,0,0,0,0,9
Jalin Marshall,NYJ,MIA,home,14.0,0,0,0,0,0,0,0,0,0,0,3,59,1,0,0,0,9
Andrew Luck,IND,GB,home,14.0,36,23,281,1,2,0,7,15,0,0,0,0,0,0,0,0,9
TY Hilton,IND,GB,home,14.0,0,0,0,0,0,0,0,0,0,0,6,82,0,0,0,0,9
Kenny Britt,LA,@CAR,away,14.0,0,0,0,0,0,0,0,0,0,0,4,49,1,0,0,0,9
Kapri Bibbs,DEN,OAK,home,14.0,0,0,0,0,0,0,2,11,0,0,1,69,1,0,0,0,9
Doug Baldwin,SEA,@BUF,away,14.0,0,0,0,0,0,0,0,0,0,0,6,89,0,0,0,0,9
Davante Adams,GB,@IND,away,14.0,0,0,0,0,0,0,0,0,0,0,4,41,1,0,0,0,9
Albert Wilson,KC,@JAX,away,13.0,0,0,0,0,0,0,1,-5,0,0,3,42,1,0,0,0,9
Jordan Norwood,DEN,OAK,home,13.0,0,0,0,0,0,0,0,0,0,0,2,56,1,0,0,0,9
Marqise Lee,JAX,KC,home,13.0,0,0,0,0,0,0,1,11,0,0,4,84,0,0,0,0,9
Dominique Jones,MIA,@NYJ,away,13.0,0,0,0,0,0,0,0,0,0,0,3,42,1,0,0,0,9
Austin Hooper,ATL,TB,home,13.0,0,0,0,0,0,0,0,0,0,0,3,46,1,0,0,0,9
Nick Foles,KC,@JAX,away,13.0,33,20,187,1,0,0,3,-3,0,0,0,0,0,0,0,0,9
Mohamed Sanu,ATL,TB,home,12.0,0,0,0,0,0,0,0,0,0,0,5,74,0,0,0,0,9
Richard Rodgers,GB,@IND,away,12.0,0,0,0,0,0,0,0,0,0,0,6,64,0,0,0,0,9
Kelvin Benjamin,CAR,LA,home,12.0,0,0,0,0,0,0,0,0,0,0,5,76,0,0,0,0,9
Le'Veon Bell,PIT,BAL,home,12.0,0,0,0,0,0,0,14,32,0,0,6,38,0,0,0,0,9
Ryan Tannehill,MIA,@NYJ,away,11.0,28,17,149,1,0,0,2,-3,0,0,0,0,0,0,0,0,9
Ty Montgomery,GB,@IND,away,11.0,0,0,0,0,0,0,7,53,0,0,3,38,0,0,0,0,9
Dontrelle Inman,SD,@TEN,away,11.0,0,0,0,0,0,0,0,0,0,0,6,56,0,0,0,0,9
Mike Glennon,TB,@ATL,away,11.0,11,10,75,1,0,1,0,0,0,0,0,0,0,0,0,0,9
Mike Gillislee,BUF,SEA,home,11.0,0,0,0,0,0,0,8,32,1,0,2,4,0,0,0,0,9
Devonta Freeman,ATL,TB,home,11.0,0,0,0,0,0,0,17,77,0,0,2,28,0,0,0,0,9
Ryan Fitzpatrick,NYJ,MIA,home,11.0,27,16,194,1,2,0,3,26,0,0,0,0,0,0,0,0,9
Jack Doyle,IND,GB,home,11.0,0,0,0,0,0,0,0,0,0,0,5,61,0,0,0,0,9
Amari Cooper,OAK,@DEN,away,11.0,0,0,0,0,0,0,0,0,0,0,6,56,0,0,0,0,9
Brandin Cooks,NO,SF,home,11.0,0,0,0,0,0,0,0,0,0,0,5,66,0,0,0,0,9
Garrett Celek,SF,@NO,away,11.0,0,0,0,0,0,0,0,0,0,0,4,76,0,0,0,0,9
Carson Wentz,PHI,NYG,home,10.0,47,27,364,0,2,0,4,-4,0,0,0,0,0,0,0,0,9
Levine Toilolo,ATL,TB,home,10.0,0,0,0,0,0,0,0,0,0,0,1,32,1,0,0,0,9
Demaryius Thomas,DEN,OAK,home,10.0,0,0,0,0,0,0,0,0,0,0,5,56,0,0,0,0,9
Adam Thielen,MIN,@DET,away,10.0,0,0,0,0,0,0,0,0,0,0,4,68,0,0,0,0,9
Steve Smith,BAL,@PIT,away,10.0,0,0,0,0,0,0,0,0,0,0,4,47,0,1,0,0,9
Cordarrelle Patterson,MIN,@DET,away,10.0,0,0,0,0,0,0,0,0,0,0,6,45,0,0,0,0,9
Roger Lewis,NYG,@PHI,away,10.0,0,0,0,0,0,0,0,0,0,0,1,30,1,0,0,0,9
Travis Kelce,KC,@JAX,away,10.0,0,0,0,0,0,0,0,0,0,0,5,58,0,0,0,0,9
