Player,Team,Opponent,Location,Pts*,Att,Cmp,Yds,TD,Int,2Pt,Att,Yds,TD,2Pt,Rec,Yds,TD,2Pt,FL,TD,Week
Dak Prescott,DAL,@CHI,away,24.0,24,19,248,1,0,0,4,36,1,0,0,0,0,0,0,0,3
Christine Michael,SEA,@SF,away,24.0,0,0,0,0,0,0,20,106,2,0,2,5,0,0,0,0,3
Charles Sims,TB,@LA,away,23.0,0,0,0,0,0,0,13,55,1,0,6,69,0,0,0,0,3
Matt Ryan,ATL,NO,home,23.0,30,20,240,2,0,0,5,23,0,0,0,0,0,0,0,0,3
Brian Hoyer,CHI,DAL,home,23.0,49,30,317,2,0,0,2,2,0,0,0,0,0,0,1,0,3
Coby Fleener,NO,@ATL,away,23.0,0,0,0,0,0,0,0,0,0,0,7,109,1,0,0,0,3
Kirk Cousins,WAS,NYG,home,23.0,35,21,296,2,0,0,3,-5,0,0,0,0,0,0,0,0,3
Mark Ingram,NO,@ATL,away,22.0,0,0,0,0,0,0,15,77,0,1,4,30,1,0,0,0,3
LeGarrette Blount,NE,@HOU,away,22.0,0,0,0,0,0,0,24,105,2,0,0,0,0,0,0,0,3
Demaryius Thomas,DEN,CIN,home,21.0,0,0,0,0,0,0,0,0,0,0,6,100,1,0,1,0,3
Jeremy Hill,CIN,@DEN,away,21.0,0,0,0,0,0,0,17,97,2,0,0,0,0,0,0,0,3
Todd Gurley,LA,TB,home,21.0,0,0,0,0,0,0,27,85,2,0,1,-5,0,0,0,0,3
Jimmy Graham,SEA,@SF,away,21.0,0,0,0,0,0,0,0,0,0,0,6,100,1,0,1,0,3
Cameron Brate,TB,@LA,away,21.0,0,0,0,0,0,0,0,0,0,0,5,46,2,0,0,0,3
Tavon Austin,LA,TB,home,21.0,0,0,0,0,0,0,2,22,0,0,5,82,1,0,0,0,3
Michael Thomas,NO,@ATL,away,20.0,0,0,0,0,0,0,0,0,0,0,7,71,1,0,0,0,3
Kyle Rudolph,MIN,CAR,home,20.0,0,0,0,0,0,0,0,0,0,0,7,70,1,0,0,0,3
Travis Kelce,KC,@NYJ,away,20.0,0,0,0,0,0,0,0,0,0,0,6,89,1,0,0,0,3
DeSean Jackson,WAS,NYG,home,20.0,0,0,0,0,0,0,0,0,0,0,5,96,1,0,0,0,3
Adam Humphries,TB,@LA,away,19.0,0,0,0,0,0,0,0,0,0,0,9,100,0,0,0,0,3
Odell Beckham Jr,NYG,@WAS,away,19.0,0,0,0,0,0,0,0,0,0,0,7,121,0,0,0,0,3
Sterling Shepard,NYG,@WAS,away,18.0,0,0,0,0,0,0,0,0,0,0,5,73,1,0,0,0,3
Ezekiel Elliott,DAL,@CHI,away,18.0,0,0,0,0,0,0,30,140,0,0,2,20,0,0,0,0,3
Michael Crabtree,OAK,TEN,home,18.0,0,0,0,0,0,0,0,0,0,0,8,102,0,0,0,0,3
Case Keenum,LA,TB,home,17.0,26,14,190,2,1,0,2,1,0,0,0,0,0,0,0,0,3
Melvin Gordon,SD,IND,home,17.0,0,0,0,0,0,0,16,35,1,0,4,43,0,0,0,0,3
Jamison Crowder,WAS,NYG,home,17.0,0,0,0,0,0,0,0,0,0,0,4,78,1,0,0,0,3
Steve Smith,BAL,JAX,home,16.0,0,0,0,0,0,0,0,0,0,0,8,87,0,0,0,0,3
Eli Manning,NYG,@WAS,away,16.0,38,25,350,1,2,0,0,0,0,0,0,0,0,0,0,0,3
Andrew Luck,IND,@SD,away,16.0,37,24,331,1,1,0,0,0,0,0,0,0,0,0,1,0,3
Russell Wilson,SEA,@SF,away,15.0,23,15,243,1,0,0,1,3,0,0,0,0,0,0,0,0,3
Shane Vereen,NYG,@WAS,away,15.0,0,0,0,0,0,0,11,67,1,0,2,28,0,0,1,0,3
Tyrod Taylor,BUF,@ARI,away,15.0,25,14,119,0,1,0,9,76,1,0,0,0,0,0,0,0,3
Alex Smith,KC,@NYJ,away,15.0,33,25,237,1,0,0,3,-3,0,0,0,0,0,0,0,0,3
AJ Green,CIN,@DEN,away,15.0,0,0,0,0,0,0,0,0,0,0,8,77,0,0,0,0,3
Frank Gore,IND,@SD,away,15.0,0,0,0,0,0,0,21,82,1,0,1,1,0,0,0,0,3
DeVante Parker,MIA,@CLE,away,14.0,0,0,0,0,0,0,0,0,0,0,3,51,1,0,0,0,3
Lamar Miller,HOU,NE,home,14.0,0,0,0,0,0,0,21,80,0,0,4,27,0,0,0,0,3
Brandon Coleman,NO,@ATL,away,14.0,0,0,0,0,0,0,0,0,0,0,7,78,0,0,0,0,3
Jacoby Brissett,NE,@HOU,away,14.0,19,11,103,0,0,0,8,48,1,0,0,0,0,0,0,0,3
Blake Bortles,JAX,@BAL,away,14.0,38,24,194,2,3,0,3,17,0,0,0,0,0,0,0,0,3
Cole Beasley,DAL,@CHI,away,14.0,0,0,0,0,0,0,0,0,0,0,7,73,0,0,0,0,3
Wendell Smallwood,PHI,@PIT,away,13.0,0,0,0,0,0,0,17,79,1,0,0,0,0,0,0,0,3
Brian Quick,LA,TB,home,13.0,0,0,0,0,0,0,0,0,0,0,2,53,1,0,0,0,3
Ryan Griffin,HOU,NE,home,13.0,0,0,0,0,0,0,0,0,0,0,8,52,0,0,0,0,3
Larry Fitzgerald,ARI,BUF,home,13.0,0,0,0,0,0,0,0,0,0,0,7,60,0,0,0,0,3
Derek Carr,OAK,TEN,home,13.0,35,21,249,1,1,0,1,-1,0,0,0,0,0,0,0,0,3
Dez Bryant,DAL,@CHI,away,13.0,0,0,0,0,0,0,0,0,0,0,3,40,1,0,0,0,3
John Brown,ARI,BUF,home,13.0,0,0,0,0,0,0,0,0,0,0,6,70,0,0,0,0,3
Gary Barnidge,CLE,MIA,home,13.0,0,0,0,0,0,0,0,0,0,0,5,66,0,1,0,0,3
Tyrell Williams,SD,IND,home,12.0,0,0,0,0,0,0,0,0,0,0,6,69,0,0,0,0,3
Kevin White,CHI,DAL,home,12.0,0,0,0,0,0,0,0,0,0,0,6,62,0,0,0,0,3
Kenny Stills,MIA,@CLE,away,12.0,0,0,0,0,0,0,0,0,0,0,5,76,0,0,0,0,3
Philip Rivers,SD,IND,home,12.0,39,26,326,0,0,0,1,2,0,0,0,0,0,0,1,0,3
Bilal Powell,NYJ,KC,home,12.0,0,0,0,0,0,0,4,30,0,0,6,41,0,0,1,0,3
Greg Olsen,CAR,@MIN,away,12.0,0,0,0,0,0,0,0,0,0,0,6,64,0,0,0,0,3
Cam Newton,CAR,@MIN,away,12.0,35,21,262,0,3,0,7,26,1,0,0,0,0,0,0,0,3
Duke Johnson,CLE,MIA,home,12.0,0,0,0,0,0,0,10,69,0,0,5,12,0,0,0,0,3
Alshon Jeffery,CHI,DAL,home,12.0,0,0,0,0,0,0,0,0,0,0,5,70,0,0,0,0,3
Jordan Howard,CHI,DAL,home,12.0,0,0,0,0,0,0,9,45,0,0,4,47,0,0,0,0,3
Jack Doyle,IND,@SD,away,12.0,0,0,0,0,0,0,0,0,0,0,6,65,0,0,0,0,3
Orleans Darkwa,NYG,@WAS,away,12.0,0,0,0,0,0,0,10,53,1,0,1,9,0,0,0,0,3
Sam Bradford,MIN,CAR,home,12.0,28,18,171,1,0,0,2,-2,0,0,0,0,0,0,0,0,3
Anquan Boldin,DET,GB,home,12.0,0,0,0,0,0,0,0,0,0,0,4,22,1,0,0,0,3
Robert Woods,BUF,@ARI,away,11.0,0,0,0,0,0,0,0,0,0,0,6,51,0,0,0,0,3
Terrance Williams,DAL,@CHI,away,11.0,0,0,0,0,0,0,0,0,0,0,4,88,0,0,1,0,3
Damien Williams,MIA,@CLE,away,11.0,0,0,0,0,0,0,1,15,0,0,3,10,1,0,0,0,3
Eddie Lacy,GB,@DET,away,11.0,0,0,0,0,0,0,17,103,0,0,1,2,0,0,0,0,3
Hunter Henry,SD,IND,home,11.0,0,0,0,0,0,0,0,0,0,0,5,72,0,0,1,0,3
Joe Flacco,BAL,JAX,home,11.0,40,29,214,0,2,0,3,12,1,0,0,0,0,0,0,0,3
Eric Ebron,DET,GB,home,11.0,0,0,0,0,0,0,0,0,0,0,5,69,0,0,0,0,3
Travis Benjamin,SD,IND,home,11.0,0,0,0,0,0,0,0,0,0,0,4,82,0,0,1,0,3
Fozzy Whittaker,CAR,@MIN,away,10.0,0,0,0,0,0,0,5,22,0,0,5,34,0,0,0,0,3
Seth Roberts,OAK,TEN,home,10.0,0,0,0,0,0,0,0,0,0,0,2,27,1,0,0,0,3
Theo Riddick,DET,GB,home,10.0,0,0,0,0,0,0,10,9,0,0,7,39,0,0,0,0,3
