Player,Team,Opponent,Location,Pts*,Att,Cmp,Yds,TD,Int,2Pt,Att,Yds,TD,2Pt,Rec,Yds,TD,2Pt,FL,TD,Week
Carson Palmer,ARI,@NE,away,22.0,37,24,271,2,0,0,2,1,0,0,0,0,0,0,0,0,1
Cam Newton,CAR,DEN,home,22.0,33,18,194,1,1,0,11,54,1,0,0,0,0,0,0,0,1
David Johnson,ARI,@NE,away,22.0,0,0,0,0,0,0,16,89,1,0,4,43,0,0,0,0,1
Carlos Hyde,SF,@LA,away,22.0,0,0,0,0,0,0,23,88,2,0,2,5,0,0,0,0,1
Ameer Abdullah,DET,IND,home,22.0,0,0,0,0,0,0,12,63,0,0,5,57,1,0,0,0,1
Mohamed Sanu,ATL,@TB,away,21.0,0,0,0,0,0,0,0,0,0,0,5,80,1,1,0,0,1
Will Fuller,HOU,@CHI,away,21.0,0,0,0,0,0,0,0,0,0,0,5,107,1,0,0,0,1
Amari Cooper,OAK,NO,home,21.0,0,0,0,0,0,0,0,0,0,0,6,137,0,1,0,0,1
Kelvin Benjamin,CAR,DEN,home,21.0,0,0,0,0,0,0,0,0,0,0,6,91,1,0,0,0,1
Brock Osweiler,HOU,@CHI,away,20.0,35,22,231,2,1,0,4,14,0,0,0,0,0,0,0,0,1
Marcus Mariota,TEN,@MIN,away,20.0,41,25,271,2,1,0,4,19,0,0,0,0,0,0,1,0,1
Mike Evans,TB,ATL,home,20.0,0,0,0,0,0,0,0,0,0,0,5,99,1,0,0,0,1
Mike Wallace,BAL,@BUF,away,19.0,0,0,0,0,0,0,1,11,0,0,3,91,1,0,0,0,1
Matt Forte,NYJ,@CIN,away,19.0,0,0,0,0,0,0,22,96,0,0,5,59,0,0,0,0,1
Donte Moncrief,IND,@DET,away,18.0,0,0,0,0,0,0,0,0,0,0,6,64,1,0,0,0,1
Ryan Fitzpatrick,NYJ,@CIN,away,18.0,35,19,189,2,1,0,4,15,0,0,0,0,0,0,0,0,1
Quincy Enunwa,NYJ,@CIN,away,18.0,0,0,0,0,0,0,0,0,0,0,7,54,1,0,0,0,1
Jack Doyle,IND,@DET,away,18.0,0,0,0,0,0,0,0,0,0,0,3,35,2,0,0,0,1
Andy Dalton,CIN,NYJ,home,18.0,30,23,366,1,1,0,3,7,0,0,0,0,0,0,0,0,1
Julius Thomas,JAX,@GB,away,17.0,0,0,0,0,0,0,0,0,0,0,5,64,1,0,0,0,1
Eli Rogers,PIT,WAS,home,17.0,0,0,0,0,0,0,0,0,0,0,6,59,1,0,0,0,1
Jalen Richard,OAK,NO,home,17.0,0,0,0,0,0,0,3,84,1,0,2,11,0,0,0,0,1
Jeremy Maclin,KC,@SD,away,17.0,0,0,0,0,0,0,1,-1,0,0,5,63,1,0,0,0,1
Melvin Gordon,SD,KC,home,17.0,0,0,0,0,0,0,14,57,2,0,0,0,0,0,0,0,1
Jimmy Garoppolo,NE,ARI,home,17.0,33,24,264,1,0,0,4,12,0,0,1,3,0,0,1,0,1
Blaine Gabbert,SF,@LA,away,17.0,35,22,170,1,0,0,9,43,0,0,1,-16,0,0,0,0,1
Stefon Diggs,MIN,TEN,home,17.0,0,0,0,0,0,0,1,-1,0,0,7,103,0,0,0,0,1
Michael Crabtree,OAK,NO,home,17.0,0,0,0,0,0,0,0,0,0,0,7,87,0,1,0,0,1
Dwayne Allen,IND,@DET,away,17.0,0,0,0,0,0,0,0,0,0,0,4,53,1,1,0,0,1
TJ Yeldon,JAX,@GB,away,16.0,0,0,0,0,0,0,21,39,1,0,4,30,0,0,0,0,1
LeSean McCoy,BUF,BAL,home,16.0,0,0,0,0,0,0,16,58,1,0,4,12,0,0,0,0,1
Julio Jones,ATL,@TB,away,16.0,0,0,0,0,0,0,0,0,0,0,4,66,1,0,0,0,1
DeSean Jackson,WAS,@PIT,away,16.0,0,0,0,0,0,0,0,0,0,0,6,102,0,0,0,0,1
DeAndre Hopkins,HOU,@CHI,away,16.0,0,0,0,0,0,0,0,0,0,0,5,54,1,0,0,0,1
Tevin Coleman,ATL,@TB,away,16.0,0,0,0,0,0,0,8,22,0,0,5,95,0,0,0,0,1
Blake Bortles,JAX,@GB,away,16.0,39,24,320,1,1,0,2,2,0,0,0,0,0,0,0,0,1
Jason Witten,DAL,@NYG,away,15.0,0,0,0,0,0,0,0,0,0,0,9,66,0,0,0,0,1
Eddie Royal,CHI,HOU,home,15.0,0,0,0,0,0,0,0,0,0,0,4,57,1,0,0,0,1
Philip Rivers,SD,KC,home,15.0,36,25,243,1,0,0,2,9,0,0,0,0,0,0,0,0,1
Jordy Nelson,GB,JAX,home,15.0,0,0,0,0,0,0,0,0,0,0,6,32,1,0,0,0,1
Lamar Miller,HOU,@CHI,away,15.0,0,0,0,0,0,0,28,106,0,0,4,11,0,0,0,0,1
Chris Hogan,NE,ARI,home,15.0,0,0,0,0,0,0,0,0,0,0,3,60,1,0,0,0,1
Joe Flacco,BAL,@BUF,away,15.0,33,22,258,1,0,0,4,-3,0,0,0,0,0,0,1,0,1
Eric Ebron,DET,IND,home,15.0,0,0,0,0,0,0,0,0,0,0,5,46,1,0,0,0,1
Isaiah Crowell,CLE,PHI,home,15.0,0,0,0,0,0,0,12,62,1,0,2,16,0,0,0,0,1
Nelson Agholor,PHI,@CLE,away,15.0,0,0,0,0,0,0,0,0,0,0,4,57,1,0,0,0,1
Russell Wilson,SEA,@MIA,away,14.0,43,27,258,1,1,0,4,16,0,0,0,0,0,0,1,0,1
Ryan Tannehill,MIA,SEA,home,14.0,29,16,186,0,0,0,5,17,1,0,0,0,0,0,0,0,1
Tajae Sharpe,TEN,@MIN,away,14.0,0,0,0,0,0,0,0,0,0,0,7,76,0,0,0,0,1
Greg Olsen,CAR,DEN,home,14.0,0,0,0,0,0,0,0,0,0,0,7,73,0,0,0,0,1
Doug Martin,TB,ATL,home,14.0,0,0,0,0,0,0,18,62,0,0,5,34,0,0,0,0,1
Alshon Jeffery,CHI,HOU,home,14.0,0,0,0,0,0,0,0,0,0,0,4,105,0,0,0,0,1
Julian Edelman,NE,ARI,home,14.0,0,0,0,0,0,0,3,16,0,0,7,66,0,0,0,0,1
Cole Beasley,DAL,@NYG,away,14.0,0,0,0,0,0,0,0,0,0,0,8,65,0,0,0,0,1
Davante Adams,GB,JAX,home,14.0,0,0,0,0,0,0,0,0,0,0,3,50,1,0,0,0,1
Sterling Shepard,NYG,DAL,home,13.0,0,0,0,0,0,0,0,0,0,0,3,43,1,0,0,0,1
Allen Robinson,JAX,@GB,away,13.0,0,0,0,0,0,0,0,0,0,0,6,72,0,0,0,0,1
Jordan Reed,WAS,@PIT,away,13.0,0,0,0,0,0,0,0,0,0,0,7,64,0,0,0,0,1
Latavius Murray,OAK,NO,home,13.0,0,0,0,0,0,0,14,59,1,0,1,13,0,0,0,0,1
Ryan Mathews,PHI,@CLE,away,13.0,0,0,0,0,0,0,22,77,1,0,0,0,0,0,0,0,1
Jeremy Langford,CHI,HOU,home,13.0,0,0,0,0,0,0,17,57,1,0,2,6,0,0,0,0,1
Brandon LaFell,CIN,NYJ,home,13.0,0,0,0,0,0,0,0,0,0,0,4,91,0,0,0,0,1
Jeremy Kerley,SF,@LA,away,13.0,0,0,0,0,0,0,0,0,0,0,7,61,0,0,0,0,1
Travis Kelce,KC,@SD,away,13.0,0,0,0,0,0,0,0,0,0,0,6,74,0,0,0,0,1
TY Hilton,IND,@DET,away,13.0,0,0,0,0,0,0,0,0,0,0,6,79,0,0,0,0,1
Phillip Dorsett,IND,@DET,away,13.0,0,0,0,0,0,0,0,0,0,0,4,94,0,0,0,0,1
Jay Cutler,CHI,HOU,home,13.0,29,16,216,1,1,0,2,12,0,0,0,0,0,0,0,0,1
Victor Cruz,NYG,DAL,home,13.0,0,0,0,0,0,0,0,0,0,0,4,34,1,0,0,0,1
Charles Sims,TB,ATL,home,12.0,0,0,0,0,0,0,4,9,0,0,3,32,1,0,0,0,1
Jarvis Landry,MIA,SEA,home,12.0,0,0,0,0,0,0,0,0,0,0,7,59,0,0,0,0,1
Marvin Jones,DET,IND,home,12.0,0,0,0,0,0,0,0,0,0,0,4,85,0,0,0,0,1
Arian Foster,MIA,SEA,home,12.0,0,0,0,0,0,0,13,38,0,0,3,62,0,0,0,0,1
Ezekiel Elliott,DAL,@NYG,away,12.0,0,0,0,0,0,0,20,51,1,0,1,1,0,0,0,0,1
Randall Cobb,GB,JAX,home,12.0,0,0,0,0,0,0,3,11,0,0,6,57,0,0,0,0,1
LeGarrette Blount,NE,ARI,home,12.0,0,0,0,0,0,0,22,70,1,0,0,0,0,0,1,0,1
Keenan Allen,SD,KC,home,12.0,0,0,0,0,0,0,0,0,0,0,6,63,0,0,0,0,1
